608,Dolná Poruba,Dolná Poruba,914 43,69,6
609,Dolná Potôň,Dolná Potôň,930 02,15,7
610,Dolná Seč,Dolná Seč,935 31,30,4
611,Dolná Streda,Dolná Streda,925 63,16,7
612,Dolná Strehová,Dolná Strehová,991 02,73,1
613,Dolná Súča,Dolná Súča,913 32,69,6
614,Dolná Štubňa,Dolná Štubňa,039 01,71,8
615,Dolná Tižina,Dolná Tižina,013 04,79,8
616,Dolná Trnávka,Dolná Trnávka,966 21,78,1
617,Dolná Ves,Dolná Ves,967 01,78,1
618,Dolná Závrská,Dolná Závrská,913 33,69,6
619,Dolná Ždaňa,Dolná Ždaňa,966 01,78,1
620,Dolné Breziny,Dolné Breziny,962 61,76,1
621,Dolné Držkovce,Dolné Držkovce,956 54,1,6
622,Dolné Dubové,Dolné Dubové,919 52,70,7
623,Dolné Hámre,Dolné Hámre,966 61,77,1
624,Dolné Chlebany,Dolné Chlebany,956 31,67,4
625,Dolné Janíky,Dolné Janíky,930 39,15,7
626,Dolné Jaseno,Dolné Jaseno,038 02,35,8
627,Dolné Kočkovce,Dolné Kočkovce,020 01,51,6
628,Dolné Košariská,Dolné Košariská,906 15,38,6
629,Dolné Krškany,Dolné Krškany,949 05,40,4
630,Dolné Lefantovce,Dolné Lefantovce,951 45,40,4
631,Dolné Lelovce,Dolné Lelovce,972 43,50,6
632,Dolné Lovčice,Dolné Lovčice,919 27,70,7
633,Dolné Mladonice,Dolné Mladonice,962 41,28,1
634,Dolné Motešice,Dolné Motešice,913 26,69,6
635,Dolné Naštice,Dolné Naštice,957 01,1,6
636,Dolné Obdokovce,Dolné Obdokovce,951 02,40,4
637,Dolné Orešany,Dolné Orešany,919 02,70,7
638,Dolné Otrokovce,Dolné Otrokovce,920 61,18,7
639,Dolné Ozorovce,Dolné Ozorovce,957 01,1,6
640,Dolné Plachtince,Dolné Plachtince,991 24,73,1
641,Dolné Príbelce,Dolné Príbelce,991 25,73,1
642,Dolné Rykynčice,Dolné Rykynčice,962 55,28,1
643,Dolné Saliby,Dolné Saliby,925 02,16,7
644,Dolné Semerovce,Dolné Semerovce,935 85,30,4
645,Dolné Sľažany,Dolné Sľažany,951 71,75,4
646,Dolné Srnie,Dolné Srnie,916 41,41,6
647,Dolné Strháre,Dolné Strháre,991 03,73,1
648,Dolné Trhovište,Dolné Trhovište,920 61,18,7
649,Dolné Turovce,Dolné Turovce,935 81,30,4
650,Dolné Vestenice,Dolné Vestenice,972 23,50,6
651,Dolné Zahorany,Dolné Zahorany,985 42,53,1
652,Dolné Zelenice,Dolné Zelenice,920 52,18,7
653,Dolný Badín,Dolný Badín,962 51,28,1
654,Dolný Bar,Dolný Bar,930 14,15,7
655,Dolný Ďur,Dolný Ďur,935 34,30,4
656,Dolný Harmanec,Dolný Harmanec,976 03,2,1
657,Dolný Hričov,Dolný Hričov,013 41,79,8
658,Dolný Chotár,Dolný Chotár,925 41,16,7
659,Dolný Jalšovík,Dolný Jalšovík,962 41,28,1
660,Dolný Jatov,Dolný Jatov,941 10,42,4
661,Dolný Jelenec,Dolný Jelenec,976 02,2,1
662,Dolný Kalník,Dolný Kalník,038 02,35,8
663,Dolný Kubín,Dolný Kubín,026 01,14,8
664,Dolný Les,Dolný Les,072 13,37,3
665,Dolný Lieskov,Dolný Lieskov,018 21,48,6
666,Dolný Lopašov,Dolný Lopašov,922 04,45,7
667,Dolný Moštenec,Dolný Moštenec,017 01,48,6
668,Dolný Ohaj,Dolný Ohaj,941 43,42,4
669,Dolný Pial,Dolný Pial,935 37,30,4
670,Dolný Smokovec,Dolný Smokovec,059 81,47,5
671,Dolný Štál,Dolný Štál,930 10,15,7
672,Dolný Štefanov,Dolný Štefanov,027 44,72,8
673,Dolný Tisovník,Dolný Tisovník,962 75,13,1
674,Dolný Turček,Dolný Turček,038 48,71,8
675,Dolný Vadičov,Dolný Vadičov,023 45,29,8
676,Dolný Vinodol,Dolný Vinodol,951 06,40,4
677,Doma,Doma,900 44,57,2
678,Domadice,Domadice,935 87,30,4
679,Domaníky,Domaníky,962 65,28,1
680,Domaniža,Domaniža,018 16,48,6
681,Domaňovce,Domaňovce,053 02,31,5
682,Domaša,Domaša,935 61,30,4
683,Donovaly,Donovaly,976 39,2,1
684,Dora,Dora,985 41,33,1
685,Dovalovo,Dovalovo,033 01,32,8
686,Drábsko,Drábsko,976 53,10,1
687,Drahňov,Drahňov,076 74,37,3
688,Drahošanka,Drahošanka,022 01,12,8
689,Drahovce,Drahovce,922 41,45,7
690,Dravce,Dravce,053 14,31,5
691,Dražice,Dražice,980 23,53,1
692,Dražkovce,Dražkovce,038 02,35,8
693,Dražovce,Dražovce,949 01,40,4
694,Drážovce,Drážovce,962 68,28,1
695,Driečna,Driečna,090 23,64,5
696,Drienčany,Drienčany,980 23,53,1
697,Drienica,Drienica,083 01,56,5
698,Drienov,Drienov,082 04,49,5
699,Drienovec,Drienovec,044 01,27,3
700,Drienovo,Drienovo,962 51,28,1
701,Drienovská Nová Ves,Drienovská Nová Ves,082 01,49,5
702,Drietoma,Drietoma,913 03,69,6
703,Drňa,Drňa,980 03,53,1
704,Drnava,Drnava,049 42,54,3
705,Drnava,Drnava,991 02,73,1
706,Družstevná pri Hornáde,Družstevná pri Horn.,044 31,27,3
707,Drženice,Drženice,935 03,30,4
708,Držkovce,Držkovce,982 62,52,1
709,Ďubákovo,Ďubákovo,985 07,46,1
710,Dubie,Dubie,024 01,29,8
711,Dubie,Dubie,086 45,4,5
712,Dubinné,Dubinné,086 12,4,5
713,Dubková,Dubková,020 55,51,6
714,Dubnica,Dubnica,972 01,50,6
715,Dubnica nad Váhom,Dubnica nad Váhom,018 41,20,6
716,Dubnička,Dubnička,957 03,1,6
717,Dubník,Dubník,082 07,49,5
718,Dubník,Dubník,941 35,42,4
719,Dubno,Dubno,980 35,53,1
720,Dubodiel,Dubodiel,913 23,69,6
721,Dubová,Dubová,090 11,65,5
722,Dubová,Dubová,900 90,44,2
723,Dubová,Dubová,976 97,10,1
724,Dubovany,Dubovany,922 08,45,7
725,Dubovce,Dubovce,908 62,59,7
726,Dubové,Dubové,038 23,71,8
727,Dubové,Dubové,962 61,76,1
728,Dubovec,Dubovec,980 41,53,1
729,Dubovica,Dubovica,082 71,56,5
730,Dúbrava,Dúbrava,032 12,32,8
731,Dúbrava,Dúbrava,053 05,31,5
732,Dúbrava,Dúbrava,067 73,60,5
733,Dúbrava,Dúbrava,082 06,49,5
734,Dúbrava,Dúbrava,913 33,69,6
735,Dúbrava,Dúbrava,991 02,73,1
736,Dúbravica,Dúbravica,976 33,2,1
737,Dúbravka,Dúbravka,072 15,37,3
738,Dúbravy,Dúbravy,962 12,13,1
739,Ducové,Ducové,922 21,45,7
740,Dudince,Dudince,962 71,28,1
741,Duchenec,Duchenec,962 52,28,1
742,Dukovce,Dukovce,086 44,65,5
743,Dulice,Dulice,038 11,35,8
744,Dulov,Dulov,018 52,20,6
745,Duľov,Duľov,029 63,39,8
746,Ďulov Dvor,Ďulov Dvor,945 01,22,4
747,Dulova Ves,Dulova Ves,082 52,49,5
748,Dulovce,Dulovce,946 56,22,4
749,Dulovo,Dulovo,980 21,53,1
750,Dunajov,Dunajov,023 02,12,8
751,Dunajská Lužná,Dunajská Lužná,900 42,57,2
752,Dunajská Streda,Dunajská Streda,929 01,15,7
753,Dunajský Klátov,Dunajský Klátov,930 21,15,7
754,Duplín,Duplín,091 01,64,5
755,Ďurčiná,Ďurčiná,015 01,79,8
756,Ďurďoš,Ďurďoš,094 31,74,5
757,Ďurďošík,Ďurďošík,044 45,27,3
758,Ďurďové,Ďurďové,018 22,48,6
759,Ďurkov,Ďurkov,044 19,27,3
760,Ďurková,Ďurková,065 41,63,5
761,Ďurkovce,Ďurkovce,991 27,73,1
762,Dúžava,Dúžava,979 01,53,1
763,Dvor Mikuláš,Dvor Mikuláš,941 35,42,4
764,Dvorany nad Nitrou,Dvorany nad Nitrou,956 11,67,4
765,Dvorec,Dvorec,038 45,71,8
766,Dvorec,Dvorec,956 55,1,6
767,Dvorianky,Dvorianky,076 62,68,3
768,Dvorníky,Dvorníky,044 02,27,3
769,Dvorníky,Dvorníky,920 56,18,7
770,Dvorníky,Dvorníky,962 68,28,1
771,Dvorníky - Včeláre,Dvorníky - Včeláre,044 02,27,3
772,Dvorníky nad Nitricou,Dvorníky n/ Nitricou,972 22,50,6
773,Dvory nad Žitavou,Dvory nad Žitavou,941 31,42,4
774,Dyčka,Dyčka,952 01,40,4
775,Egreš,Egreš,075 01,68,3
776,Eliášovce,Eliášovce,930 38,15,7
777,Etreho Kračany,Etreho Kračany,930 03,15,7
778,Fačkov,Fačkov,013 15,79,8
779,Fajtov,Fajtov,976 52,10,1
780,Falkušovce,Falkušovce,072 05,37,3
781,Fančová,Fančová,972 46,50,6
782,Farná,Farná,935 66,30,4
783,Fejséš,Fejséš,077 01,68,3
784,Fekišovce,Fekišovce,072 33,61,3
785,Fiačice,Fiačice,032 14,32,8
786,Figa,Figa,982 51,53,1
787,Fijaš,Fijaš,087 01,65,5
788,Fiľakovo,Fiľakovo,986 01,33,1
789,Fiľakovské Kľačany,Fiľakovské Kľačany,986 01,33,1
790,Fiľakovské Kováče,Fiľakovské Kováče,986 01,33,1
791,Filice,Filice,058 01,47,5
792,Filier,Filier,982 66,52,1
793,Filipovo,Filipovo,976 64,10,1
794,Fintice,Fintice,082 16,49,5
795,Flajšová,Flajšová,029 57,39,8
796,Folkušová,Folkušová,038 42,35,8
797,Forbaky - Klukany,Forbaky - Klukany,013 32,79,8
798,Forbasy,Forbasy,065 01,63,5
799,Francovce,Francovce,087 01,65,5
800,Frička,Frička,086 02,4,5
801,Fričkovce,Fričkovce,086 42,4,5
802,Fričovce,Fričovce,082 37,49,5
803,Fulianka,Fulianka,082 12,49,5
804,Furmanec,Furmanec,082 67,49,5
805,Gabčíkovo,Gabčíkovo,930 05,15,7
806,Gaboltov,Gaboltov,086 02,4,5
807,Gajary,Gajary,900 61,34,2
808,Gajdoš,Gajdoš,072 43,61,3
809,Galanta,Galanta,924 01,16,7
810,Galovany,Galovany,032 11,32,8
811,Gáň,Gáň,924 01,16,7
812,Gánovce,Gánovce,058 01,47,5
813,Gápel,Gápel,972 28,50,6
814,Gaškovce,Gaškovce,020 53,51,6
815,Gašparovo,Gašparovo,976 64,10,1
816,Gbeľany,Gbeľany,013 02,79,8
817,Gbelce,Gbelce,943 42,42,4
818,Gbely,Gbely,908 45,59,7
819,Geča č. 107-110,Geča č. 107-110,044 14,27,3
820,Geča,Geča,044 10,27,3
821,Gelnica,Gelnica,056 01,17,3
822,Gemer,Gemer,982 01,52,1
823,Gemerček,Gemerček,980 31,53,1
824,Gemerská Hôrka,Gemerská Hôrka,049 12,54,3
825,Gemerská Panica,Gemerská Panica,980 46,54,3
826,Gemerská Poloma,Gemerská Poloma,049 22,54,3
827,Gemerská Ves,Gemerská Ves,982 62,52,1
828,Gemerské Dechtáre,Gemerské Dechtáre,980 04,53,1
829,Gemerské Michalovce,Gemerské Michalovce,982 52,53,1
830,Gemerské Teplice,Gemerské Teplice,049 16,52,1
831,Gemerský Jablonec,Gemerský Jablonec,980 35,53,1
832,Gemerský Milhosť,Gemerský Milhosť,049 16,52,1
833,Gemerský Sad,Gemerský Sad,049 13,52,1
834,Géňa,Géňa,934 01,30,4
835,Geraltov,Geraltov,082 67,49,5
836,Gerlachov,Gerlachov,059 42,47,5
837,Gerlachov,Gerlachov,086 04,4,5
838,Giglovce,Giglovce,094 05,74,5
839,Giraltovce,Giraltovce,087 01,65,5
840,Girovce,Girovce,094 06,74,5
841,Glabušovce,Glabušovce,991 22,73,1
842,Gočaltovo,Gočaltovo,049 32,54,3
843,Gočovo,Gočovo,049 24,54,3
844,Golianovo,Golianovo,951 08,40,4
845,Gomboš,Gomboš,044 55,27,3
846,Gondovo,Gondovo,935 25,30,4
847,Gorazdov,Gorazdov,951 31,66,4
848,Gortva,Gortva,980 02,53,1
849,Gôtovany,Gôtovany,032 14,32,8
850,Grajciar,Grajciar,044 57,27,3
851,Granč - Petrovce,Granč - Petrovce,053 05,31,5
852,Gregorova Vieska,Gregorova Vieska,985 56,33,1
853,Gregorovce,Gregorovce,082 66,49,5
854,Gregorovce,Gregorovce,982 52,52,1
855,Gribov,Gribov,090 22,64,5
856,Grodzin,Grodzin,094 31,74,5
857,Grúne,Grúne,027 05,14,8
858,Gruzovce,Gruzovce,067 22,19,5
859,Gúg,Gúg,941 23,42,4
860,Gyňov,Gyňov,044 14,27,3
861,Habovka,Habovka,027 32,72,8
862,Habura,Habura,067 52,36,5
863,Hačava,Hačava,044 02,27,3
864,Hačava,Hačava,981 01,53,1
865,Hadoše,Hadoše,018 02,48,6
866,Hadovce,Hadovce,945 01,22,4
867,Hadušovce,Hadušovce,053 13,62,3
868,Hadviga,Hadviga,038 22,71,8
869,Hágy,Hágy,059 04,21,5
870,Háj,Háj,039 01,71,8
871,Háj,Háj,044 02,27,3
872,Hájiky - Maky,Hájiky - Maky,987 01,46,1
873,Hajná Nová Ves,Hajná Nová Ves,956 03,67,4
874,Hajnáčka,Hajnáčka,980 33,53,1
875,Hájniky,Hájniky,962 31,76,1
876,Hájske,Hájske,951 33,66,4
877,Hajtovka,Hajtovka,065 45,63,5
878,Haláčovce,Haláčovce,956 55,1,6
879,Halič,Halič,985 11,33,1
880,Haligovce,Haligovce,065 34,63,5
881,Haluzice,Haluzice,913 07,41,6
882,Hámor,Hámor,976 66,10,1
883,Hámre,Hámre,053 33,17,3
884,Hámre,Hámre,913 21,69,6
885,Hámre - Dolné Hámre,Hámre - Dolné Hámre,966 61,77,1
886,Hámre - Horné Hámre,Hámre - Horné Hámre,966 71,77,1
887,Hamuliakovo,Hamuliakovo,900 43,57,2
888,Handlová,Handlová,972 51,50,6
889,Hanigovce,Hanigovce,082 56,56,5
890,Haniska,Haniska,044 57,27,3
891,Haniska,Haniska,080 01,49,5
892,Hanková,Hanková,049 34,54,3
893,Hankovce,Hankovce,067 12,19,5
894,Hankovce,Hankovce,086 46,4,5
895,Hanušovce nad Topľou,Hanušovce nad Topľou,094 31,74,5
896,Harakovce,Harakovce,053 05,31,5
897,Harhaj,Harhaj,086 45,4,5
898,Harichovce,Harichovce,053 01,62,3
899,Harmanec,Harmanec,976 03,2,1
900,Harmónia,Harmónia,900 01,44,2
901,Harvelka,Harvelka,023 05,12,8
902,Hatalov,Hatalov,072 16,37,3
903,Hatné,Hatné,018 02,48,6
904,Havaj,Havaj,090 23,64,5
905,Havka,Havka,061 01,21,5
906,Havran,Havran,906 04,58,7
907,Havranec,Havranec,090 02,65,5
908,Havrania,Havrania,027 05,14,8
909,Havrania Dolina,Havrania Dolina,053 76,62,3
910,Hažín,Hažín,072 34,37,3
911,Hažín nad Cirochou,Hažín nad Cirochou,067 83,19,5
912,Hažlín,Hažlín,086 14,4,5
913,Heďbeneéte,Heďbeneéte,929 01,15,7
914,Helcmanovce,Helcmanovce,055 63,17,3
915,Heľpa,Heľpa,976 68,10,1
916,Henckovce,Henckovce,049 23,54,3
917,Henclová,Henclová,053 33,17,3
918,Hencovce,Hencovce,093 02,74,5
919,Hendrichovce,Hendrichovce,082 35,49,5
920,Herľany,Herľany,044 45,27,3
921,Herman,Herman,985 53,33,1
922,Hermanovce,Hermanovce,082 35,49,5
923,Hermanovce nad Topľou,Hermanovce n/ Topľou,094 34,74,5
924,Hertník,Hertník,086 42,4,5
925,Hervartov,Hervartov,086 22,4,5
926,Hetméň,Hetméň,927 01,66,4
927,Hiadeľ,Hiadeľ,976 61,2,1
928,Hincovce,Hincovce,053 63,62,3
929,Hladovka,Hladovka,027 13,72,8
930,Hlavice,Hlavice,023 22,12,8
931,Hlboké,Hlboké,018 03,48,6
932,Hlboké,Hlboké,906 31,58,7
933,Hlboké nad Váhom,Hlboké nad Váhom,014 01,11,8
934,Hlinené,Hlinené,023 54,12,8
935,Hliník,Hliník,032 23,32,8
936,Hliník,Hliník,945 01,22,4
937,Hliník nad Hronom,Hliník nad Hronom,966 01,78,1
938,Hliník nad Váhom,Hliník nad Váhom,014 01,11,8
939,Hlinné,Hlinné,094 35,74,5
940,Hlivištia,Hlivištia,073 01,61,3
941,Hlohovec,Hlohovec,,18,7
942,Hloža,Hloža,018 61,51,6
943,Hniezdne,Hniezdne,065 01,63,5
944,Hnilčík,Hnilčík,053 32,62,3
945,Hnilec,Hnilec,053 75,62,3
946,Hnojné,Hnojné,072 33,37,3
947,Hnúšťa,Hnúšťa,981 01,53,1
948,Hodejov,Hodejov,980 31,53,1
949,Hodejovec,Hodejovec,980 02,53,1
950,Hodkovce,Hodkovce,044 21,27,3
951,Hodkovce,Hodkovce,053 61,62,3
952,Hodruša - Hámre,Hodruša - Hámre,966 61,77,1
953,Hodulov Vrch,Hodulov Vrch,916 14,38,6
954,Hokovce,Hokovce,935 84,30,4
955,Holanovo,Holanovo,947 01,22,4
956,Holčíkovce,Holčíkovce,094 05,74,5
957,Holiare,Holiare,946 16,22,4
958,Holice,Holice,930 34,15,7
959,Holíč,Holíč,908 51,59,7
960,Holiša,Holiša,985 57,33,1
961,Holotka,Holotka,951 42,40,4
962,Holumnica,Holumnica,059 94,21,5
963,Honce,Honce,049 32,54,3
964,Hontianska Vrbica,Hontianska Vrbica,935 55,30,4
965,Hontianske Moravce,Hontianske Moravce,962 71,28,1
966,Hontianske Nemce,Hontianske Nemce,962 65,28,1
967,Hontianske Tesáre,Hontianske Tesáre,962 68,28,1
968,Hontianske Trsťany,Hontianske Trsťany,935 86,30,4
969,Horelica,Horelica,022 01,12,8
970,Horenická Hôrka,Horenická Hôrka,020 61,51,6
971,Horňa,Horňa,073 01,61,3
972,Horná Breznica,Horná Breznica,020 61,51,6
973,Horná Dolina,Horná Dolina,906 05,58,7
974,Horná Hriňová,Horná Hriňová,962 05,13,1
975,Horná Kráľová,Horná Kráľová,951 32,66,4
976,Horná Krupá,Horná Krupá,919 65,70,7
977,Horná Lehota,Horná Lehota,027 41,14,8
978,Horná Lehota,Horná Lehota,976 81,10,1
979,Horná Mariková,Horná Mariková,018 03,48,6
980,Horná Mičiná,Horná Mičiná,974 01,2,1
981,Horná Môlča,Horná Môlča,974 01,2,1
982,Horná Poruba,Horná Poruba,018 35,20,6
983,Horná Potôň,Horná Potôň,930 36,15,7
984,Horná Potôň - Lúky,Horná Potôň - Lúky,930 52,15,7
985,Horná Seč,Horná Seč,935 31,30,4
986,Horná Streda,Horná Streda,916 24,41,6
987,Horná Strehová,Horná Strehová,991 02,73,1
988,Horná Súča,Horná Súča,913 33,69,6
989,Horná Štubňa,Horná Štubňa,038 46,71,8
990,Horná Tižina,Horná Tižina,013 06,79,8
991,Horná Trnávka,Horná Trnávka,966 01,78,1
992,Horná Ves,Horná Ves,967 01,78,1
993,Horná Ves,Horná Ves,972 48,50,6
994,Horná Závrská,Horná Závrská,913 33,69,6
995,Horná Zlatná,Horná Zlatná,946 12,22,4
996,Horná Ždaňa,Horná Ždaňa,966 04,78,1
997,Horňany,Horňany,913 24,69,6
998,Horné Breziny,Horné Breziny,962 61,76,1
999,Horné Držkovce,Horné Držkovce,956 54,1,6
1000,Horné Dubové,Horné Dubové,919 65,70,7
1001,Horné Hámre,Horné Hámre,966 71,77,1
1002,Horné Chlebany,Horné Chlebany,956 31,67,4
1003,Horné Janíky,Horné Janíky,930 39,15,7
1004,Horné Jaseno,Horné Jaseno,038 02,35,8
1005,Horné Kočkovce,Horné Kočkovce,020 01,51,6
1006,Horné Košariská,Horné Košariská,906 15,38,6
1007,Horné Krškany,Horné Krškany,949 05,40,4
1008,Horné Lefantovce,Horné Lefantovce,951 45,40,4
1009,Horné Lelovce,Horné Lelovce,972 71,50,6
1010,Horné Lovčice,Horné Lovčice,919 27,70,7
1011,Horné Mladonice,Horné Mladonice,962 43,28,1
1012,Horné Motešice,Horné Motešice,913 26,69,6
1013,Horné Mýto,Horné Mýto,930 13,15,7
1014,Horné Naštice,Horné Naštice,956 41,1,6
1015,Horné Obdokovce,Horné Obdokovce,956 08,67,4
1016,Horné Orešany,Horné Orešany,919 03,70,7
1017,Horné Otrokovce,Horné Otrokovce,920 62,18,7
1018,Horné Ozorovce,Horné Ozorovce,957 03,1,6
1019,Horné Plachtince,Horné Plachtince,991 24,73,1
1020,Horné Príbelce,Horné Príbelce,991 25,73,1
1021,Horné Pršany,Horné Pršany,974 05,2,1
1022,Horné Rykynčice,Horné Rykynčice,962 55,28,1
1023,Horné Saliby,Horné Saliby,925 03,16,7
1024,Horné Saliby - časť Hrušov,Horné Saliby - Hrušov,925 02,16,7
1025,Horné Semerovce,Horné Semerovce,935 84,30,4
1026,Horné Sľažany,Horné Sľažany,951 71,75,4
1027,Horné Srnie,Horné Srnie,914 42,69,6
1028,Horné Strháre,Horné Strháre,991 03,73,1
1029,Horné Štitáre,Horné Štitáre,956 03,67,4
1030,Horné Trhovište,Horné Trhovište,920 66,18,7
1031,Horné Turovce,Horné Turovce,935 81,30,4
1032,Horné Vestenice,Horné Vestenice,972 22,50,6
1033,Horné Zahorany,Horné Zahorany,980 26,53,1
1034,Horné Zelenice,Horné Zelenice,920 52,18,7
1035,Horný Badín,Horný Badín,962 51,28,1
1036,Horný Bar,Horný Bar,930 33,15,7
1037,Horný Čepeň,Horný Čepeň,926 01,16,7
1038,Horný Ďur,Horný Ďur,935 34,30,4
1039,Horný Hričov,Horný Hričov,013 42,79,8
1040,Horný Jalšovík,Horný Jalšovík,962 41,28,1
1041,Horný Jatov,Horný Jatov,925 71,66,4
1042,Horný Jelenec,Horný Jelenec,976 02,2,1
1043,Horný Kalník,Horný Kalník,038 02,35,8
1044,Horný Lieskov,Horný Lieskov,018 21,48,6
1045,Horný Moštenec,Horný Moštenec,017 01,48,6
1046,Horný Ohaj,Horný Ohaj,952 01,40,4
1047,Horný Pial,Horný Pial,935 37,30,4
1048,Horný Smokovec,Horný Smokovec,062 01,47,5
1049,Horný Štefanov,Horný Štefanov,027 44,72,8
1050,Horný Tisovník,Horný Tisovník,962 75,13,1
1051,Horný Turček,Horný Turček,038 48,71,8
1052,Horný Vadičov,Horný Vadičov,023 45,29,8
1053,Horný Vinodol,Horný Vinodol,951 06,40,4
1054,Horovce,Horovce,020 62,51,6
1055,Horovce,Horovce,072 02,37,3
1056,Horša,Horša,934 01,30,4
1057,Hoste,Hoste,925 45,16,7
1058,Hostice,Hostice,980 04,53,1
1059,Hostie,Hostie,951 94,75,4
1060,Hostišovce,Hostišovce,980 23,53,1
1061,Hosťová,Hosťová,951 02,40,4
1062,Hosťovce,Hosťovce,044 02,27,3
1063,Hosťovce,Hosťovce,951 91,75,4
1064,Hostovice,Hostovice,067 35,60,5
1065,Hoštiná,Hoštiná,020 01,51,6
1066,Hozelec,Hozelec,059 11,47,5
1067,Hôrka,Hôrka,059 12,47,5
1068,Hôrka nad Váhom,Hôrka nad Váhom,916 32,41,6
1069,Hôrky,Hôrky,010 04,79,8
1070,Hrabičov,Hrabičov,966 78,77,1
1071,Hrabkov,Hrabkov,082 33,49,5
1072,Hrabová Roztoka,Hrabová Roztoka,067 73,60,5
1073,Hrabovčík,Hrabovčík,089 01,65,5
1074,Hrabové,Hrabové,014 01,11,8
1075,Hrabovec,Hrabovec,086 11,4,5
1076,Hrabovec nad Laborcom,Hrabovec n/ Laborcom,067 01,19,5
1077,Hrabovka,Hrabovka,020 01,51,6
1078,Hrabovka,Hrabovka,913 32,69,6
1079,Hrabovo,Hrabovo,985 01,46,1
1080,Hrabské,Hrabské,086 06,4,5
1081,Hrabušice,Hrabušice,053 15,62,3
1082,Hradisko,Hradisko,059 71,21,5
1083,Hradisko,Hradisko,082 67,49,5
1084,Hradisko,Hradisko,090 42,65,5
1085,Hradište,Hradište,958 54,43,6
1086,Hradište,Hradište,985 25,46,1
1087,Hradište pod Vrátnom,Hradište pod Vrátnom,906 12,58,7
1088,Hradištská Moľva,Hradištská Moľva,072 06,37,3
1089,Hradná,Hradná,013 52,11,8
1090,Hrádok,Hrádok,916 33,41,6
1091,Hrachovište,Hrachovište,916 16,41,6
1092,Hrachovo,Hrachovo,980 52,53,1
1093,Hraň,Hraň,076 03,68,3
1094,Hraničné,Hraničné,065 22,63,5
1095,Hranovnica,Hranovnica,059 16,47,5
1096,Hrašné,Hrašné,916 14,38,6
1097,Hrašovík,Hrašovík,044 42,27,3
1098,Hrboltová,Hrboltová,034 01,55,8
1099,Hrčeľ,Hrčeľ,076 15,68,3
1100,Hrhov,Hrhov,049 44,54,3
1101,Hriadky,Hriadky,076 22,68,3
1102,Hričovské Podhradie,Hričovské Podhradie,013 41,79,8
1103,Hriňová,Hriňová,962 05,13,1
1104,Hrišovce,Hrišovce,053 51,17,3
1105,Hrkáč,Hrkáč,982 62,53,1
1106,Hrkovce,Hrkovce,936 01,30,4
1107,Hrlica,Hrlica,982 66,52,1
1108,Hrnčiarky,Hrnčiarky,985 22,46,1
1109,Hrnčiarovce nad Parnou,Hrnčiarovce n/Parnou,919 35,70,7
1110,Hrnčiarové,Hrnčiarové,916 12,41,6
1111,Hrnčiarska Ves,Hrnčiarska Ves,980 13,46,1
1112,Hrnčiarske Zalužany,Hrnčiarske Zalužany,980 12,46,1
1113,Hrochoť,Hrochoť,976 37,2,1
1114,Hromoš,Hromoš,065 45,63,5
1115,Hronec,Hronec,976 45,10,1
1116,Hronovce,Hronovce,935 61,30,4
1117,Hronsek,Hronsek,976 31,2,1
1118,Hronská Breznica,Hronská Breznica,966 11,76,1
1119,Hronská Dúbrava,Hronská Dúbrava,966 11,78,1
1120,Hronské Kľačany,Hronské Kľačany,935 29,30,4
1121,Hronské Kosihy,Hronské Kosihy,935 27,30,4
1122,Hronský Beňadik,Hronský Beňadik,966 53,77,1
1123,Hrubá Borša,Hrubá Borša,925 23,57,2
1124,Hrubá Strana,Hrubá Strana,916 11,41,6
1125,Hruboňovo,Hruboňovo,951 25,40,4
1126,Hrubov,Hrubov,067 23,19,5
1127,Hrubý Buk,Hrubý Buk,023 52,12,8
1128,Hrubý Šúr,Hrubý Šúr,903 01,57,2
1129,Hrušov,Hrušov,049 43,54,3
1130,Hrušov,Hrušov,076 37,68,3
1131,Hrušov,Hrušov,991 42,73,1
1132,Hrušovany,Hrušovany,956 13,67,4
1133,Hrušové,Hrušové,916 11,41,6
1134,Hrušovo,Hrušovo,980 25,53,1
1135,Hruštín,Hruštín,029 52,39,8
1136,Hubice,Hubice,930 39,15,7
1137,Hubina,Hubina,922 21,45,7
1138,Hubošovce,Hubošovce,082 66,56,5
1139,Hubová,Hubová,034 91,55,8
1140,Hubovo,Hubovo,980 50,53,1
1141,Hucín,Hucín,049 13,52,1
1142,Hudcovce,Hudcovce,067 45,19,5
1143,Hul,Hul,941 44,42,4
1144,Humenné,Humenné,066 01,19,5
1145,Huncovce,Huncovce,059 92,21,5
1146,Hunkovce,Hunkovce,076 62,68,3
1147,Hunkovce,Hunkovce,090 03,65,5
1148,Hurbanova Dolina,Hurbanova Dolina,906 13,38,6
1149,Hurbanova Ves,Hurbanova Ves,903 01,57,2
1150,Hurbanovce,Hurbanovce,941 50,42,4
1151,Hurbanovo,Hurbanovo,,22,4
1152,Husák,Husák,072 51,61,3
1153,Husarik,Husarik,022 04,12,8
1154,Husiná,Husiná,985 42,53,1
1155,Hutka,Hutka,086 36,4,5
1156,Huty,Huty,027 32,32,8
1157,Hviezdoslavov,Hviezdoslavov,930 41,15,7
1158,Hvozdnica,Hvozdnica,013 56,11,8
1159,Hybe,Hybe,032 31,32,8
1160,Hýľov,Hýľov,044 12,27,3
1161,Chalmová,Chalmová,972 45,50,6
1162,Chanava,Chanava,980 44,53,1
1163,Chľaba,Chľaba,943 65,42,4
